hip,magnitude,ra_degrees,dec_degrees,parallax_mas,ra_mas_per_year,dec_mas_per_year,ra_hours,epoch_year,x,y
14972,6.29,48.25620858,-35.94370659,6.8,-0.84,7.74,3.217080572,1991.25,1.7421099894743959,-0.5769879709698972
15004,5.93,48.34940955,48.17699884,10.47,16.89,-18.75,3.22329397,1991.25,0.4364586469427677,0.3710933261537808
15024,6.17,48.40806266,-29.80412191,7.21,15.47,-3.14,3.2272041773333333,1991.25,1.6364005306412905,-0.3852211602619261
15110,4.87,48.72547816,21.04462873,9.59,-29.83,-77.15,3.248365210666667,1991.25,0.7790422661431776,0.2916928007802279
15118,6.07,48.73560789,42.50361942,14.49,52.72,7.23,3.249040526,1991.25,0.5025504171684373,0.35939356698753
15125,6.25,48.75115546,-26.10040647,5.95,-10.7,-21.75,3.2500770306666666,1991.25,1.562651942197444,-0.29169160312162384
15154,5.61,48.83519839,30.55667481,7.52,-16.56,6.01,3.255679892666667,1991.25,0.6507106635430462,0.3283546697599183
15191,6.3,48.94645147,32.85666604,16.13,-8.95,19.02,3.2630967646666664,1991.25,0.6208914412529463,0.33434550165450916
15192,5.79,48.94988581,57.14062522,2.02,-1.95,-2.0,3.2633257206666664,1991.25,0.33563102013153395,0.3747508270276076
15193,6.46,48.95270394,50.95597551,7.9,30.43,-35.3,3.263513596,1991.25,0.4043066693105755,0.36975954520704113
15197,4.8,48.95844499,-8.8198405,27.18,-3.82,45.52,3.2638963326666666,1991.25,1.247591224800756,0.031325960692257154
15201,5.51,48.98899185,-77.38860498,34.02,113.2,62.0,3.26593279,1991.25,0.9696817504620843,-2.65619724433731
15203,6.17,49.00353799,-5.91869682,5.29,9.79,-3.59,3.2669025326666667,1991.25,1.1966891055034994,0.06878878383393475
15204,6.25,49.00763108,34.68860876,14.96,41.49,-39.41,3.2671754053333335,1991.25,0.5976053697917992,0.3389738759976328
15209,6.15,49.01846748,45.34621535,3.55,31.94,-33.74,3.267897832,1991.25,0.46866858153302465,0.36183796957196096
15219,5.04,49.05085271,50.93771066,3.91,-1.31,-19.23,3.2700568473333336,1991.25,0.4044464622424343,0.369041864452594
15230,6.3,49.09046225,-5.73041469,3.09,22.06,-20.18,3.2726974833333333,1991.25,1.1923795036818452,0.06965888026861733
15241,5.98,49.14663457,32.18421948,5.92,-4.1,-83.07,3.276442304666667,1991.25,0.6289418197694491,0.3301415494467519
15244,6.14,49.14902114,-9.15474637,28.83,1.48,28.93,3.2766014093333333,1991.25,1.2508225251938725,0.023369847602302592
15282,6.44,49.2976927,40.48305429,4.63,13.9,-31.11,3.2865128466666667,1991.25,0.5259022844111273,0.35034546978910297
15305,5.84,49.36084175,-47.7517377,6.89,-6.9,30.31,3.2907227833333335,1991.25,1.8351708493414447,-1.0747873874463163
15309,6.41,49.38141844,65.65835007,5.47,-10.33,6.88,3.2920945626666667,1991.25,0.24452626245609194,0.3749178645685232
15323,6.4,49.41715145,31.12718548,36.86,-103.09,-56.65,3.2944767633333334,1991.25,0.6417140946633006,0.3237991940118494
15330,5.53,49.43528798,-62.57689893,82.51,1337.83,648.71,3.295685865333333,1991.25,1.6946052101829872,-1.8899369613508719
15334,5.97,49.4405722,39.28341373,5.37,22.23,-16.69,3.2960381466666666,1991.25,0.5401267920889381,0.3463507926845727
15338,5.49,49.44721595,44.02508193,5.06,26.61,-23.72,3.2964810633333332,1991.25,0.4836170095284333,0.3560250864733859
15353,6.03,49.49578856,-66.92688494,17.24,57.15,13.07,3.2997192373333335,1991.25,1.5475652651831133,-2.14299021701455
15357,5.93,49.51038343,-28.797036,16.14,155.37,-16.12,3.3006922286666667,1991.25,1.5922880092143796,-0.3738282834921767
15371,5.24,49.54640411,-62.50793537,82.79,1331.1,646.84,3.303093607333333,1991.25,1.6934360235326393,-1.8844899400657915
15382,4.86,49.59206509,-22.51114978,12.79,12.55,13.07,3.3061376726666665,1991.25,1.4805753864019486,-0.22108585993682858
15383,5.62,49.5928283,-0.93014105,14.68,251.68,-60.59,3.3061885533333335,1991.25,1.1061981682374873,0.11653846232686776
15404,5.16,49.65717026,50.22223526,6.18,22.45,-25.1,3.3104780173333332,1991.25,0.41207405086951243,0.3638545183639193
15411,5.72,49.67113524,-18.55964006,27.33,124.9,-63.27,3.311409016,1991.25,1.4087753986302736,-0.14094288580933834
15416,4.85,49.68259978,34.2226737,2.21,1.29,-8.68,3.3121733186666664,1991.25,0.6018455961322191,0.3306720167903879
15444,5.05,49.78174379,50.09502752,6.78,22.38,-25.26,3.318782919333333,1991.25,0.4134083642549242,0.3627903118744235
15457,4.84,49.83974536,3.36997055,109.18,268.88,93.53,3.3226496906666667,1991.25,1.034599341546603,0.1551527200055824
15474,3.7,49.87904033,-21.7579421,12.63,51.35,32.2,3.3252693553333335,1991.25,1.461474144190967,-0.20942979183422572
15479,5.63,49.89542972,-24.1228468,2.78,5.94,-22.68,3.3263619813333336,1991.25,1.5026869512992094,-0.26240994880567536
15510,4.26,49.97177014,-43.07154929,165.02,3038.08,726.34,3.3314513426666665,1991.25,1.7819506036321127,-0.8675706227514839
15514,5.91,49.9825537,27.07130717,15.88,-24.74,-71.1,3.3321702466666663,1991.25,0.6924763951907613,0.3025584318768335
15520,4.74,49.99690314,65.65232717,4.07,11.27,-14.32,3.333126876,1991.25,0.24457114434589763,0.37226177503898716
15547,5.44,50.08158506,77.73490142,12.36,64.9,-66.2,3.3387723373333333,1991.25,0.12103044607902017,0.36882354678175694
15549,4.47,50.08485949,29.04849835,5.09,-8.21,-16.42,3.3389906326666665,1991.25,0.666408493897314,0.30904167032491936
15557,6.14,50.10652697,25.66296628,11.29,11.35,-93.32,3.3404351313333334,1991.25,0.7105626621584624,0.29527581983837564
15585,6.4,50.18823634,-26.60656152,20.59,41.6,22.84,3.345882422666667,1991.25,1.5392346537403063,-0.32689104211825
15619,5.7,50.27821082,3.67568149,11.23,56.05,-25.17,3.351880721333333,1991.25,1.0257785025121893,0.1510961741232847
